16 08 23 06 00019
16 08 23 07 00028
16 08 23 08 00037
16 08 23 09 00052
16 08 23 10 00038
16 08 23 11 00025
16 08 23 12 00020
16 08 23 13 00024
16 08 23 14 00015
16 08 23 15 00021
16 08 23 16 00027
16 08 23 17 00021
16 08 23 18 00027
16 08 23 19 00015
16 08 23 20 00015
16 08 23 21 00019
16 08 23 22 00061
16 08 23 23 00068
16 08 23 24 00055
16 08 24 01 00026
16 08 24 02 00012
16 08 24 03 00012
16 08 24 04 00011
16 08 24 05 00012
16 08 24 06 00011
16 08 24 07 00018
16 08 24 08 00032
16 08 24 09 00055
16 08 24 10 00040
16 08 24 11 00033
16 08 24 12 00016
16 08 24 13 00011
16 08 24 14 00009
16 08 24 15 00012
16 08 24 16 00009
16 08 24 17 00010
16 08 24 18 00009
16 08 24 19 00010
16 08 24 20 00014
16 08 24 21 00020
16 08 24 22 00044
16 08 24 23 00045
16 08 24 24 00037
16 08 25 01 00025
16 08 25 02 00018
16 08 25 03 00015
16 08 25 04 00010
16 08 25 05 00013
16 08 25 06 00019
16 08 25 07 00018
16 08 25 08 00056
16 08 25 09 00053
16 08 25 10 00030
16 08 25 11 00022
16 08 25 12 00019
16 08 25 13 00014
16 08 25 14 00012
16 08 25 15 00016
16 08 25 16 00015
16 08 25 17 00016
16 08 25 18 00019
16 08 25 19 00011
16 08 25 20 00013
16 08 25 21 00020
16 08 25 22 00048
16 08 25 23 00042
16 08 25 24 00027
16 08 26 01 00016
16 08 26 02 00012
16 08 26 03 00010
16 08 26 04 00007
16 08 26 05 00012
16 08 26 06 00015
16 08 26 07 00021
16 08 26 08 00045
16 08 26 09 00039
16 08 26 10 00030
16 08 26 11 00019
16 08 26 12 00021
16 08 26 13 00016
16 08 26 14 00025
16 08 26 15 00017
16 08 26 16 00019
16 08 26 17 00028
16 08 26 18 00036
16 08 26 19 00032
16 08 26 20 00038
16 08 26 21 00056
16 08 26 22 00113
16 08 26 23 00071
16 08 26 24 00038
16 08 27 01 00054
16 08 27 02 00036
16 08 27 03 00034
16 08 27 04 00037
16 08 27 05 00031
16 08 27 06 00027
16 08 27 07 00022
16 08 27 08 00030
16 08 27 09 00030
16 08 27 10 00021
16 08 27 11 00019
16 08 27 12 00019
16 08 27 13 00030
16 08 27 14 00022
16 08 27 15 00019
16 08 27 16 00020
16 08 27 17 00021
16 08 27 18 00039
16 08 27 19 00030
16 08 27 20 00052
16 08 27 21 00049
16 08 27 22 00064
16 08 27 23 00119
16 08 27 24 00076
16 08 28 01 00072
16 08 28 02 00060
16 08 28 03 00067
16 08 28 04 00088
16 08 28 05 00089
16 08 28 06 00086
16 08 28 07 00072
16 08 28 08 00059
16 08 28 09 00034
16 08 28 10 00031
16 08 28 11 00034
16 08 28 12 00038
16 08 28 13 00029
16 08 28 14 00017
16 08 28 15 00023
16 08 28 16 00024
16 08 28 17 00020
16 08 28 18 00017
16 08 28 19 00021
16 08 28 20 00034
16 08 28 21 00051
16 08 28 22 00060
16 08 28 23 00060
16 08 28 24 00052
16 08 29 01 00063
16 08 29 02 00026
16 08 29 03 00023
16 08 29 04 00014
16 08 29 05 00023
16 08 29 06 00018
16 08 29 07 00025
16 08 29 08 00041
16 08 29 09 00040
16 08 29 10 00019
16 08 29 11 00018
16 08 29 12 00014
16 08 29 13 00020
16 08 29 14 00036
16 08 29 15 00039
16 08 29 16 00034
16 08 29 17 00036
16 08 29 18 00048
16 08 29 19 00051
16 08 29 20 00062
16 08 29 21 00058
16 08 29 22 00042
16 08 29 23 00028
16 08 29 24 00013
16 08 30 01 00010
16 08 30 02 00008
16 08 30 03 00006
16 08 30 04 00006
16 08 30 05 00007
16 08 30 06 00007
16 08 30 07 00013
16 08 30 08 00026
16 08 30 09 00022
16 08 30 10 00024
16 08 30 11 00020
16 08 30 12 00018
16 08 30 13 00015
16 08 30 14 00019
16 08 30 15 00026
16 08 30 16 00049
16 08 30 17 00031
16 08 30 18 00051
16 08 30 19 00062
16 08 30 20 00042
16 08 30 21 00090
16 08 30 22 00116
16 08 30 23 00104
16 08 30 24 00068
16 08 31 01 00035
16 08 31 02 00016
16 08 31 03 00020
16 08 31 04 00020
16 08 31 05 00013
16 08 31 06 00011
16 08 31 07 00023
16 08 31 08 00054
16 08 31 09 00065
16 08 31 10 00056
16 08 31 11 00029
16 08 31 12 00026
16 08 31 13 00022
16 08 31 14 00026
16 08 31 15 00019
16 08 31 16 00029
16 08 31 17 00047
16 08 31 18 00039
16 08 31 19 00055
16 08 31 20 00049
16 08 31 21 00082
16 08 31 22 00129
16 08 31 23 00127
16 08 31 24 00133
16 09 01 01 00037
16 09 01 02 00029
16 09 01 03 00011
16 09 01 04 00008
16 09 01 05 00011
16 09 01 06 00013
16 09 01 07 00021
16 09 01 08 00044
16 09 01 09 00047
16 09 01 10 00038
16 09 01 11 00031
16 09 01 12 00024
16 09 01 13 00022
16 09 01 14 00021
16 09 01 15 00017
16 09 01 16 00021
16 09 01 17 00024
16 09 01 18 00028
16 09 01 19 00032
16 09 01 20 00046
16 09 01 21 00018
16 09 01 22 00019
16 09 01 23 00025
16 09 01 24 00064
16 09 02 01 00045
16 09 02 02 00052
16 09 02 03 00041
16 09 02 04 00056
16 09 02 05 00038
16 09 02 06 00038
16 09 02 07 00041
16 09 02 08 00054
16 09 02 09 00076
16 09 02 10 00055
16 09 02 11 00030
16 09 02 12 00033
16 09 02 13 00044
16 09 02 14 00040
16 09 02 15 00048
16 09 02 16 00051
16 09 02 17 00041
16 09 02 18 00030
16 09 02 19 00065
16 09 02 20 00070
16 09 02 21 00113
16 09 02 22 00124
16 09 02 23 00105
16 09 02 24 00106
16 09 03 01 00142
16 09 03 02 00102
16 09 03 03 00065
16 09 03 04 00076
16 09 03 05 00057
16 09 03 06 00024
16 09 03 07 00025
16 09 03 08 00036
16 09 03 09 00034
16 09 03 10 00019
16 09 03 11 00021
16 09 03 12 00027
16 09 03 13 00025
16 09 03 14 00026
16 09 03 15 00021
16 09 03 16 00023
16 09 03 17 00026
16 09 03 18 00034
16 09 03 19 00028
16 09 03 20 00043
16 09 03 21 00083
16 09 03 22 00121
16 09 03 23 00122
16 09 03 24 00123
16 09 04 01 00098
16 09 04 02 00110
16 09 04 03 00089
16 09 04 04 00089
16 09 04 05 00093
16 09 04 06 00060
16 09 04 07 00037
16 09 04 08 00042
16 09 04 09 00040
16 09 04 10 00033
16 09 04 11 00029
16 09 04 12 00024
16 09 04 13 00043
16 09 04 14 00032
16 09 04 15 00023
16 09 04 16 00023
16 09 04 17 00025
16 09 04 18 00035
16 09 04 19 00034
16 09 04 20 00045
16 09 04 21 00081
16 09 04 22 00095
16 09 04 23 00089
16 09 04 24 00078
16 09 05 01 00066
16 09 05 02 00057
16 09 05 03 00055
16 09 05 04 00037
16 09 05 05 00013
16 09 05 06 00013
16 09 05 07 00027
16 09 05 08 00061
16 09 05 09 00076
16 09 05 10 00064
16 09 05 11 00039
16 09 05 12 00026
16 09 05 13 00044
16 09 05 14 00075
16 09 05 15 00075
16 09 05 16 00059
16 09 05 17 00061
16 09 05 18 00072
16 09 05 19 00085
16 09 05 20 00095
16 09 05 21 00090
16 09 05 22 00095
16 09 05 23 00056
16 09 05 24 00046
16 09 06 01 00028
16 09 06 02 00046
16 09 06 03 00018
16 09 06 04 00012
16 09 06 05 00019
16 09 06 06 00028
16 09 06 07 00057
16 09 06 08 00094
16 09 06 09 00126
16 09 06 10 00089
16 09 06 11 00072
16 09 06 12 00066
16 09 06 13 00099
16 09 06 14 00109
16 09 06 15 00060
16 09 06 16 00059
16 09 06 17 00052
16 09 06 18 00082
16 09 06 19 00093
16 09 06 20 00111
16 09 06 21 00111
16 09 06 22 00108
16 09 06 23 00105
16 09 06 24 00093
16 09 07 01 00075
16 09 07 02 00075
16 09 07 03 00045
16 09 07 04 00023
16 09 07 05 00021
16 09 07 06 00021
16 09 07 07 00036
16 09 07 08 00063
16 09 07 09 00074
16 09 07 10 00069
16 09 07 11 00049
16 09 07 12 00061
16 09 07 13 00117
16 09 07 14 00096
16 09 07 15 00070
16 09 07 16 00052
16 09 07 17 00057
16 09 07 18 00059
16 09 07 19 00069
16 09 07 20 00077
16 09 07 21 00096
16 09 07 22 00087
16 09 07 23 00083
16 09 07 24 00087
16 09 08 01 00073
16 09 08 02 00046
16 09 08 03 00031
16 09 08 04 00020
16 09 08 05 00019
16 09 08 06 00023
16 09 08 07 00047
16 09 08 08 00075
16 09 08 09 00086
16 09 08 10 00099
16 09 08 11 00078
16 09 08 12 00070
16 09 08 13 00072
16 09 08 14 00104
16 09 08 15 00062
16 09 08 16 00057
16 09 08 17 00045
16 09 08 18 00049
16 09 08 19 00069
16 09 08 20 00087
16 09 08 21 00098
16 09 08 22 00075
16 09 08 23 00062
16 09 08 24 00065
16 09 09 01 00038
16 09 09 02 00013
16 09 09 03 00011
16 09 09 04 00010
16 09 09 05 00010
16 09 09 06 00013
16 09 09 07 00015
16 09 09 08 00041
16 09 09 09 00065
16 09 09 10 00045
16 09 09 11 00042
16 09 09 12 00062
16 09 09 13 00049
16 09 09 14 00038
16 09 09 15 00053
16 09 09 16 00050
16 09 09 17 00039
16 09 09 18 00037
16 09 09 19 00054
16 09 09 20 00068
16 09 09 21 00074
16 09 09 22 00072
16 09 09 23 00077
16 09 09 24 00035
16 09 10 01 00028
16 09 10 02 00022
16 09 10 03 00014
16 09 10 04 00010
16 09 10 05 00010
16 09 10 06 00021
16 09 10 07 00026
16 09 10 08 00042
16 09 10 09 00039
16 09 10 10 00022
16 09 10 11 00017
16 09 10 12 00011
16 09 10 13 00013
16 09 10 14 00045
16 09 10 15 00042
16 09 10 16 00024
16 09 10 17 00017
16 09 10 18 00026
16 09 10 19 00038
16 09 10 20 00059
16 09 10 21 00085
16 09 10 22 00094
16 09 10 23 00066
16 09 10 24 00029
16 09 11 01 00027
16 09 11 02 00017
16 09 11 03 00012
16 09 11 04 00012
16 09 11 05 00010
16 09 11 06 00009
16 09 11 07 00011
16 09 11 08 00028
16 09 11 09 00039
16 09 11 10 00015
16 09 11 11 00012
16 09 11 12 00014
16 09 11 13 00017
16 09 11 14 00016
16 09 11 15 00022
16 09 11 16 00017
16 09 11 17 00021
16 09 11 18 00022
16 09 11 19 00029
16 09 11 20 00044
16 09 11 21 00092
16 09 11 22 00113
16 09 11 23 00115
16 09 11 24 00102
16 09 12 01 00095
16 09 12 02 00110
16 09 12 03 00103
16 09 12 04 00072
16 09 12 05 00036
16 09 12 06 00033
16 09 12 07 00032
16 09 12 08 00067
16 09 12 09 00081
16 09 12 10 00058
16 09 12 11 00032
16 09 12 12 00026
16 09 12 13 00020
16 09 12 14 00025
16 09 12 15 00021
16 09 12 16 00036
16 09 12 17 00035
16 09 12 18 00032
16 09 12 19 00034
16 09 12 20 00041
16 09 12 21 00078
16 09 12 22 00092
16 09 12 23 00032
16 09 12 24 00029
16 09 13 01 00022
16 09 13 02 00019
16 09 13 03 00018
16 09 13 04 00019
16 09 13 05 00019
16 09 13 06 00016
16 09 13 07 00033
16 09 13 08 00058
16 09 13 09 00062
16 09 13 10 00054
16 09 13 11 00053
16 09 13 12 00044
16 09 13 13 00036
16 09 13 14 00041
16 09 13 15 00051
16 09 13 16 00041
16 09 13 17 00046
16 09 13 18 00046
16 09 13 19 00052
16 09 13 20 00066
16 09 13 21 00069
16 09 13 22 00063
16 09 13 23 00045
16 09 13 24 00042
16 09 14 01 00033
16 09 14 02 00024
16 09 14 03 00025
16 09 14 04 00021
16 09 14 05 00015
16 09 14 06 00017
16 09 14 07 00028
16 09 14 08 00057
16 09 14 09 00075
16 09 14 10 00067
16 09 14 11 00042
16 09 14 12 00035
16 09 14 13 00039
16 09 14 14 00042
16 09 14 15 00040
16 09 14 16 00044
16 09 14 17 00045
16 09 14 18 00041
16 09 14 19 00045
16 09 14 20 00047
16 09 14 21 00056
16 09 14 22 00042
16 09 14 23 00041
16 09 14 24 00049
16 09 15 01 00038
16 09 15 02 00036
16 09 15 03 00023
16 09 15 04 00014
16 09 15 05 00014
16 09 15 06 00016
16 09 15 07 00034
16 09 15 08 00060
16 09 15 09 00070
16 09 15 10 00064
16 09 15 11 00050
16 09 15 12 00051
16 09 15 13 00043
16 09 15 14 00045
16 09 15 15 00044
16 09 15 16 00045
16 09 15 17 00048
16 09 15 18 00054
16 09 15 19 00067
16 09 15 20 00070
16 09 15 21 00068
16 09 15 22 00071
16 09 15 23 00051
16 09 15 24 00045
16 09 16 01 00040
16 09 16 02 00029
16 09 16 03 00023
16 09 16 04 00013
16 09 16 05 00012
16 09 16 06 00014
16 09 16 07 00037
16 09 16 08 00073
16 09 16 09 00071
16 09 16 10 00049
16 09 16 11 00037
16 09 16 12 00033
16 09 16 13 00040
16 09 16 14 00044
16 09 16 15 00064
16 09 16 16 00047
16 09 16 17 00052
16 09 16 18 00028
16 09 16 19 00027
16 09 16 20 00021
16 09 16 21 00035
16 09 16 22 00041
16 09 16 23 00039
16 09 16 24 00040
16 09 17 01 00029
16 09 17 02 00020
16 09 17 03 00013
16 09 17 04 00016
16 09 17 05 00013
16 09 17 06 00012
16 09 17 07 00017
16 09 17 08 00021
16 09 17 09 00033
16 09 17 10 00023
16 09 17 11 00014
16 09 17 12 00014
16 09 17 13 00022
16 09 17 14 00035
16 09 17 15 00031
16 09 17 16 00023
16 09 17 17 00013
16 09 17 18 00010
16 09 17 19 00015
16 09 17 20 00018
16 09 17 21 00020
16 09 17 22 00020
16 09 17 23 00017
16 09 17 24 00013
16 09 18 01 00013
16 09 18 02 00018
16 09 18 03 00011
16 09 18 04 00009
16 09 18 05 00012
16 09 18 06 00012
16 09 18 07 00020
16 09 18 08 00025
16 09 18 09 00015
16 09 18 10 00013
16 09 18 11 00020
16 09 18 12 00029
16 09 18 13 00024
16 09 18 14 00013
16 09 18 15 00013
16 09 18 16 00020
16 09 18 17 00015
16 09 18 18 00028
16 09 18 19 00032
16 09 18 20 00024
16 09 18 21 00044
16 09 18 22 00037
16 09 18 23 00019
16 09 18 24 00022
16 09 19 01 00028
16 09 19 02 00030
16 09 19 03 00011
16 09 19 04 00008
16 09 19 05 00006
16 09 19 06 00009
16 09 19 07 00042
16 09 19 08 00070
16 09 19 09 00069
16 09 19 10 00048
16 09 19 11 00029
16 09 19 12 00026
16 09 19 13 00030
16 09 19 14 00055
16 09 19 15 00051
16 09 19 16 00047
16 09 19 17 00049
16 09 19 18 00042
16 09 19 19 00048
16 09 19 20 00061
16 09 19 21 00087
16 09 19 22 00104
16 09 19 23 00118
16 09 19 24 00112
16 09 20 01 00041
16 09 20 02 00024
16 09 20 03 00018
16 09 20 04 00010
16 09 20 05 00013
16 09 20 06 00016
16 09 20 07 00030
16 09 20 08 4.435412e+01
16 09 20 09 4.435412e+01
16 09 20 10 00051
16 09 20 11 00028
16 09 20 12 4.435389e+01
16 09 20 13 00019
16 09 20 14 00022
16 09 20 15 00041
16 09 20 16 00056
16 09 20 17 00028
16 09 20 18 00041
16 09 20 19 00065
16 09 20 20 00079
16 09 20 21 00101
16 09 20 22 00083
16 09 20 23 00045
16 09 20 24 00047
16 09 21 01 00054
16 09 21 02 00042
16 09 21 03 00015
16 09 21 04 00023
16 09 21 05 00020
16 09 21 06 00022
16 09 21 07 00042
16 09 21 08 00056
16 09 21 09 00072
16 09 21 10 00073
16 09 21 11 00053
16 09 21 12 00051
16 09 21 13 00080
16 09 21 14 00079
16 09 21 15 00060
16 09 21 16 00047
16 09 21 17 00044
16 09 21 18 00056
16 09 21 19 00072
16 09 21 20 00103
16 09 21 21 00108
16 09 21 22 00097
16 09 21 23 00117
16 09 21 24 00067
16 09 22 01 00071
16 09 22 02 00044
16 09 22 03 00032
16 09 22 04 00053
16 09 22 05 00065
16 09 22 06 00064
16 09 22 07 00071
16 09 22 08 00077
16 09 22 09 00088
16 09 22 10 00064
16 09 22 11 00056
16 09 22 12 00064
16 09 22 13 00089
16 09 22 14 00079
16 09 22 15 00056
16 09 22 16 00043
16 09 22 17 00039
16 09 22 18 00052
16 09 22 19 00060
16 09 22 20 00092
16 09 22 21 00112
16 09 22 22 00118
16 09 22 23 00105
16 09 22 24 00095
16 09 23 01 00089
16 09 23 02 00087
16 09 23 03 00092
16 09 23 04 00089
16 09 23 05 00073
16 09 23 06 00073
16 09 23 07 00064
16 09 23 08 00078
16 09 23 09 00083
16 09 23 10 00081
16 09 23 11 00062
16 09 23 12 00049
16 09 23 13 00037
16 09 23 14 00057
16 09 23 15 00072
16 09 23 16 00057
16 09 23 17 00062
16 09 23 18 00056
16 09 23 19 00060
16 09 23 20 00069
16 09 23 21 00093
16 09 23 22 00109
16 09 23 23 00111
16 09 23 24 00095
16 09 24 01 00095
16 09 24 02 00096
16 09 24 03 00073
16 09 24 04 00047
16 09 24 05 00045
16 09 24 06 00048
16 09 24 07 00037
16 09 24 08 00032
16 09 24 09 00029
16 09 24 10 00026
16 09 24 11 00021
16 09 24 12 00018
16 09 24 13 00028
16 09 24 14 00029
16 09 24 15 00041
16 09 24 16 00024
16 09 24 17 00023
16 09 24 18 00042
16 09 24 19 00042
16 09 24 20 00074
16 09 24 21 00108
16 09 24 22 00115
16 09 24 23 00092
16 09 24 24 00111
16 09 25 01 00106
16 09 25 02 00095
16 09 25 03 00090
16 09 25 04 00088
16 09 25 05 00082
16 09 25 06 00052
16 09 25 07 00051
16 09 25 08 00030
16 09 25 09 00034
16 09 25 10 00029
16 09 25 11 00026
16 09 25 12 00025
16 09 25 13 00020
16 09 25 14 00024
16 09 25 15 00029
16 09 25 16 00019
16 09 25 17 00015
16 09 25 18 00031
16 09 25 19 00031
16 09 25 20 00054
16 09 25 21 00104
16 09 25 22 00110
16 09 25 23 00094
16 09 25 24 00055
16 09 26 01 00018
16 09 26 02 00009
16 09 26 03 00008
16 09 26 04 00007
16 09 26 05 00006
16 09 26 06 00010
16 09 26 07 00033
16 09 26 08 00059
16 09 26 09 00072
16 09 26 10 00063
16 09 26 11 00041
16 09 26 12 00037
16 09 26 13 00043
16 09 26 14 00054
16 09 26 15 00055
16 09 26 16 00046
16 09 26 17 00054
16 09 26 18 00064
16 09 26 19 00078
16 09 26 20 00080
16 09 26 21 00097
16 09 26 22 00078
16 09 26 23 00035
16 09 26 24 00039
16 09 27 01 00016
16 09 27 02 00014
16 09 27 03 00008
16 09 27 04 00009
16 09 27 05 00009
16 09 27 06 00012
16 09 27 07 00022
16 09 27 08 00058
16 09 27 09 00059
16 09 27 10 00055
16 09 27 11 00034
16 09 27 12 00025
16 09 27 13 4.440514e+01
16 09 27 14 00015
16 09 27 15 00014
16 09 27 16 00018
16 09 27 17 00019
16 09 27 18 00020
16 09 27 19 00028
16 09 27 20 00042
16 09 27 21 00055
16 09 27 22 00031
16 09 27 23 00016
16 09 27 24 00012
16 09 28 01 00015
16 09 28 02 00014
16 09 28 03 00009
16 09 28 04 00007
16 09 28 05 00007
16 09 28 06 00008
16 09 28 07 00015
16 09 28 08 00030
16 09 28 09 00036
16 09 28 10 00027
16 09 28 11 00018
16 09 28 12 00012
16 09 28 13 00010
16 09 28 14 00012
16 09 28 15 00010
16 09 28 16 00016
16 09 28 17 00013
16 09 28 18 00022
16 09 28 19 00017
16 09 28 20 00027
16 09 28 21 00045
16 09 28 22 00064
16 09 28 23 00040
16 09 28 24 00033
16 09 29 01 00019
16 09 29 02 00014
16 09 29 03 00013
16 09 29 04 00015
16 09 29 05 00018
16 09 29 06 00040
16 09 29 07 00057
16 09 29 08 00078
16 09 29 09 00090
16 09 29 10 00067
16 09 29 11 00043
16 09 29 12 00035
16 09 29 13 00034
16 09 29 14 00030
16 09 29 15 00024
16 09 29 16 00020
16 09 29 17 00022
16 09 29 18 00031
16 09 29 19 00020
16 09 29 20 00026
16 09 29 21 00067
16 09 29 22 00095
16 09 29 23 00120
16 09 29 24 00109
16 09 30 01 00102
16 09 30 02 00044
16 09 30 03 00052
16 09 30 04 00026
16 09 30 05 00039
16 09 30 06 00046
16 09 30 07 00035
16 09 30 08 00058
16 09 30 09 00073
16 09 30 10 00071
16 09 30 11 00047
16 09 30 12 00031
16 09 30 13 00040
16 09 30 14 00040
16 09 30 15 00041
16 09 30 16 00027
16 09 30 17 00028
16 09 30 18 00044
16 09 30 19 00045
16 09 30 20 00068
16 09 30 21 00110
16 09 30 22 00118
16 09 30 23 00118
16 09 30 24 00115
16 10 01 01 00111
16 10 01 02 00097
16 10 01 03 00090
16 10 01 04 00069
16 10 01 05 00070
16 10 01 06 00064
16 10 01 07 00062
16 10 01 08 00052
16 10 01 09 00057
16 10 01 10 00063
16 10 01 11 00046
16 10 01 12 00048
16 10 01 13 00053
16 10 01 14 00049
16 10 01 15 00031
16 10 01 16 00025
16 10 01 17 00025
16 10 01 18 00027
16 10 01 19 00034
16 10 01 20 00061
16 10 01 21 00056
16 10 01 22 00057
16 10 01 23 00071
16 10 01 24 00054
16 10 02 01 00056
16 10 02 02 00061
16 10 02 03 00053
16 10 02 04 00046
16 10 02 05 00037
16 10 02 06 00026
16 10 02 07 00044
16 10 02 08 00051
16 10 02 09 00050
16 10 02 10 00058
16 10 02 11 00064
16 10 02 12 00059
16 10 02 13 00032
16 10 02 14 00029
16 10 02 15 00033
16 10 02 16 00029
16 10 02 17 00022
16 10 02 18 00022
16 10 02 19 00056
16 10 02 20 00052
16 10 02 21 00096
16 10 02 22 00104
16 10 02 23 00091
16 10 02 24 00074
16 10 03 01 00094
16 10 03 02 00091
16 10 03 03 00048
16 10 03 04 00028
16 10 03 05 00017
16 10 03 06 00021
16 10 03 07 00031
16 10 03 08 00060
16 10 03 09 00077
16 10 03 10 00068
16 10 03 11 00039
16 10 03 12 00024
16 10 03 13 00030
16 10 03 14 00035
16 10 03 15 00034
16 10 03 16 00033
16 10 03 17 00039
16 10 03 18 00046
16 10 03 19 00042
16 10 03 20 00054
16 10 03 21 00083
16 10 03 22 00119
16 10 03 23 00113
16 10 03 24 00083
16 10 04 01 00092
16 10 04 02 00025
16 10 04 03 00022
16 10 04 04 00047
16 10 04 05 00031
16 10 04 06 00023
16 10 04 07 00033
16 10 04 08 00064
16 10 04 09 00082
16 10 04 10 00069
16 10 04 11 00045
16 10 04 12 00036
16 10 04 13 00029
16 10 04 14 00051
16 10 04 15 00062
16 10 04 16 00059
16 10 04 17 00054
16 10 04 18 00050
16 10 04 19 00065
16 10 04 20 00097
16 10 04 21 00138
16 10 04 22 00157
16 10 04 23 00131
16 10 04 24 00116
16 10 05 01 00100
16 10 05 02 00031
16 10 05 03 00028
16 10 05 04 00039
16 10 05 05 00022
16 10 05 06 00014
16 10 05 07 00031
16 10 05 08 00055
16 10 05 09 00076
16 10 05 10 00067
16 10 05 11 00042
16 10 05 12 00032
16 10 05 13 00023
16 10 05 14 00030
16 10 05 15 00025
16 10 05 16 00034
16 10 05 17 00065
16 10 05 18 00073
16 10 05 19 00085
16 10 05 20 00106
16 10 05 21 00144
16 10 05 22 00130
16 10 05 23 00134
16 10 05 24 00090
16 10 06 01 00041
16 10 06 02 00039
16 10 06 03 00058
16 10 06 04 00070
16 10 06 05 00059
16 10 06 06 00033
16 10 06 07 00042
16 10 06 08 00079
16 10 06 09 00081
16 10 06 10 00090
16 10 06 11 00094
16 10 06 12 00082
16 10 06 13 00094
16 10 06 14 00074
16 10 06 15 00067
16 10 06 16 00061
16 10 06 17 00056
16 10 06 18 00072
16 10 06 19 00072
16 10 06 20 00101
16 10 06 21 00113
16 10 06 22 00111
16 10 06 23 00102
16 10 06 24 00059
16 10 07 01 00053
16 10 07 02 00053
16 10 07 03 00065
16 10 07 04 00047
16 10 07 05 00031
16 10 07 06 00022
16 10 07 07 00037
16 10 07 08 00060
16 10 07 09 00078
16 10 07 10 00080
16 10 07 11 00058
16 10 07 12 00076
16 10 07 13 00081
16 10 07 14 00069
16 10 07 15 00058
16 10 07 16 00060
16 10 07 17 00055
16 10 07 18 00064
16 10 07 19 00066
16 10 07 20 00087
16 10 07 21 00089
16 10 07 22 00107
16 10 07 23 00103
16 10 07 24 00058
16 10 08 01 00028
16 10 08 02 00044
16 10 08 03 00062
16 10 08 04 00073
16 10 08 05 00064
16 10 08 06 00042
16 10 08 07 00049
16 10 08 08 00038
16 10 08 09 00029
16 10 08 10 00026
16 10 08 11 00026
16 10 08 12 00024
16 10 08 13 00031
16 10 08 14 00046
16 10 08 15 00063
16 10 08 16 00048
16 10 08 17 00033
16 10 08 18 00035
16 10 08 19 00047
16 10 08 20 00086
16 10 08 21 00125
16 10 08 22 00121
16 10 08 23 00110
16 10 08 24 00100
16 10 09 01 00035
16 10 09 02 00018
16 10 09 03 00013
16 10 09 04 00012
16 10 09 05 00010
16 10 09 06 00009
16 10 09 07 00011
16 10 09 08 00014
16 10 09 09 00016
16 10 09 10 00017
16 10 09 11 00017
16 10 09 12 00015
16 10 09 13 00019
16 10 09 14 00015
16 10 09 15 00014
16 10 09 16 00020
16 10 09 17 00019
16 10 09 18 00023
16 10 09 19 00050
16 10 09 20 00061
16 10 09 21 00112
16 10 09 22 00129
16 10 09 23 00056
16 10 09 24 00027
16 10 10 01 00019
16 10 10 02 00013
16 10 10 03 00010
16 10 10 04 00009
16 10 10 05 00008
16 10 10 06 00010
16 10 10 07 00024
16 10 10 08 00045
16 10 10 09 00063
16 10 10 10 00062
16 10 10 11 00051
16 10 10 12 00033
16 10 10 13 00022
16 10 10 14 00031
16 10 10 15 00054
16 10 10 16 00052
16 10 10 17 00039
16 10 10 18 00055
16 10 10 19 00064
16 10 10 20 00074
16 10 10 21 00083
16 10 10 22 00084
16 10 10 23 00070
16 10 10 24 00057
16 10 11 01 00037
16 10 11 02 00028
16 10 11 03 00042
16 10 11 04 00054
16 10 11 05 00028
16 10 11 06 00025
16 10 11 07 00043
16 10 11 08 00076
16 10 11 09 00097
16 10 11 10 00079
16 10 11 11 00061
16 10 11 12 00074
16 10 11 13 00082
16 10 11 14 00080
16 10 11 15 00050
16 10 11 16 00052
16 10 11 17 00048
16 10 11 18 00054
16 10 11 19 00059
16 10 11 20 00075
16 10 11 21 00081
16 10 11 22 00067
16 10 11 23 00053
16 10 11 24 00036
16 10 12 01 00030
16 10 12 02 00032
16 10 12 03 00037
16 10 12 04 00028
16 10 12 05 00018
16 10 12 06 00021
16 10 12 07 00022
16 10 12 08 00029
16 10 12 09 00030
16 10 12 10 00030
16 10 12 11 00026
16 10 12 12 00033
16 10 12 13 00026
16 10 12 14 00025
16 10 12 15 00040
16 10 12 16 00022
16 10 12 17 00020
16 10 12 18 00022
16 10 12 19 00025
16 10 12 20 00028
16 10 12 21 00031
16 10 12 22 00029
16 10 12 23 00031
16 10 12 24 00030
16 10 13 01 00021
16 10 13 02 00018
16 10 13 03 00021
16 10 13 04 00025
16 10 13 05 00024
16 10 13 06 00019
16 10 13 07 00029
16 10 13 08 00050
16 10 13 09 00071
16 10 13 10 00069
16 10 13 11 00058
16 10 13 12 00051
16 10 13 13 00054
16 10 13 14 00047
16 10 13 15 00053
16 10 13 16 00044
16 10 13 17 00045
16 10 13 18 00057
16 10 13 19 00066
16 10 13 20 00058
16 10 13 21 00055
16 10 13 22 00046
16 10 13 23 00032
16 10 13 24 00027
16 10 14 01 00025
16 10 14 02 00021
16 10 14 03 00018
16 10 14 04 00018
16 10 14 05 00014
16 10 14 06 00018
16 10 14 07 00030
16 10 14 08 00060
16 10 14 09 00066
16 10 14 10 00070
16 10 14 11 00061
16 10 14 12 00059
16 10 14 13 00047
16 10 14 14 00044
16 10 14 15 00040
16 10 14 16 00055
16 10 14 17 00041
16 10 14 18 00047
16 10 14 19 00053
16 10 14 20 00053
16 10 14 21 00051
16 10 14 22 00063
16 10 14 23 00058
16 10 14 24 00046
16 10 15 01 00035
16 10 15 02 00033
16 10 15 03 00027
